learner_id,content_id,topic,difficulty,time_spent_sec,correct
14997,C017489,graphs,0.3273832332707652,1038,1
14997,C017490,ml,0.5060762261512778,411,1
14997,C017491,graphs,0.33682916728011864,986,1
14997,C017492,loops,0.3708502646211962,291,1
14997,C017493,stats,0.3556941406568346,1157,1
14997,C017494,dp,0.39485732227113285,312,1
14997,C017495,math,0.7877523200139357,964,1
14997,C017496,loops,0.676543437982362,1157,1
14997,C017497,arrays,0.6040685460519111,493,1
14997,C017498,ai,0.7393545076470408,800,1
14997,C017499,arrays,0.8767342656224854,783,1
14997,C017500,arrays,0.5506050871671608,143,1
14997,C017501,recursion,0.5204471655511894,771,1
14997,C017502,trees,0.886664138402784,1057,1
14997,C017503,math,0.7627982192160822,276,1
14997,C017504,stats,0.7662667358088101,570,1
14997,C017505,loops,0.6599653770131928,317,1
14997,C017506,arrays,0.6042050573767735,288,1
14997,C017507,arrays,0.6303550261490609,357,1
14997,C017508,ai,0.6912510304150269,677,1
14997,C017509,stats,0.5261036103071354,564,1
14997,C017510,stats,0.7693768587454772,710,1
14997,C017511,stats,0.8455325661557753,499,1
14997,C017512,loops,0.6427702116994244,232,1
14997,C017513,math,0.5288853737545759,1000,1
14997,C017514,math,0.7173538709256597,728,1
14997,C017515,loops,0.40929873250833426,221,1
14997,C017516,recursion,0.8811435889368878,666,1
14997,C017517,loops,0.6947924127887976,917,1
14997,C017518,dp,0.3405412338518766,79,1
14997,C017519,ml,0.6178500429110686,1155,1
14997,C017520,dp,0.7502044495553105,641,1
14997,C017521,recursion,0.4667075550469433,461,1
14997,C017522,recursion,0.3305937241783741,771,1
14997,C017523,loops,0.5934974627399638,367,1
14997,C017524,loops,0.8001746660791874,608,1
14997,C017525,trees,0.4509206234348269,1099,1
14997,C017526,ai,0.7302078682626648,242,1
14997,C017527,dp,0.5446744096489405,927,1
14997,C017528,math,0.33577923488292577,1097,1
14997,C017529,trees,0.48237782988595784,83,1
14997,C017530,stats,0.4883414431609481,865,1
14997,C017531,graphs,0.8427985752682879,295,1
14997,C017532,math,0.8890488972626613,909,1
14997,C017533,stats,0.4258606777846712,562,1
14997,C017534,trees,0.5583077076022737,314,1
14997,C017535,arrays,0.8860220724005011,436,1
14997,C017536,trees,0.5443608960343258,1192,1
14997,C017537,trees,0.5095026588188153,826,1
14997,C017538,trees,0.365928907489614,481,1
14997,C017539,loops,0.7519707007471798,190,1
14997,C017540,dp,0.5682033352058203,1003,1
14997,C017541,trees,0.6831977712404413,278,1
14997,C017542,loops,0.6059140635870113,256,1
14997,C017543,stats,0.40472228315701303,654,1
14997,C017544,ai,0.40582187738987485,842,1
14997,C017545,dp,0.8638537951950782,677,1
14997,C017546,stats,0.8337114877015482,755,1
14997,C017547,recursion,0.6663804029935138,903,1
14997,C017548,math,0.30074655162209096,1161,1
14997,C017549,graphs,0.5599773844753392,1178,1
14997,C017550,recursion,0.6182568031350856,448,1
14997,C017551,ml,0.5696626844430185,574,1
14997,C017552,ai,0.8552696679564249,106,1
14997,C017553,ml,0.3245195048751293,810,1
14997,C017554,arrays,0.69295710396169,330,1
14997,C017555,arrays,0.48830183919154857,481,1
14997,C017556,trees,0.6356862334791953,1111,1
14997,C017557,ai,0.6935504060946137,146,1
14997,C017558,stats,0.5644927890369612,746,1
14997,C017559,recursion,0.38902463036294127,778,1
14997,C017560,ai,0.6114228778130413,921,1
14997,C017561,recursion,0.8597736995793535,817,1
14997,C017562,graphs,0.6215281073347871,113,1
14997,C017563,stats,0.37376390257943803,142,1
14997,C017564,ml,0.7944978148001293,603,1
14997,C017565,recursion,0.43304693229776564,444,1
14997,C017566,graphs,0.522130185536527,582,1
14997,C017567,ai,0.5572542755548864,282,1
14997,C017568,graphs,0.5038195483642524,345,1
14997,C017569,math,0.5426710423765563,883,1
14997,C017570,graphs,0.777288376548398,503,1
14997,C017571,graphs,0.4340154059427066,148,1
14997,C017572,trees,0.5822511357856688,826,1
14997,C017573,arrays,0.312005139102379,328,1
14997,C017574,ml,0.6045995515829108,967,1
14997,C017575,math,0.3670131866675331,1115,1
14997,C017576,math,0.46934156534088584,146,1
14997,C017577,arrays,0.4949240365890748,152,1
14997,C017578,dp,0.349411575385146,861,1
14997,C017579,recursion,0.5163396980478815,654,1
14997,C017580,graphs,0.5988344411793232,1172,1
14997,C017581,ai,0.5586572527964649,213,1
14997,C017582,graphs,0.46825518876572336,955,1
14997,C017583,ai,0.4769129764259029,949,1
14997,C017584,graphs,0.6801498212302811,477,1
14997,C017585,math,0.7310375288261487,312,1
14997,C017586,dp,0.6459183911332701,827,1
14997,C017587,arrays,0.8857128244151544,218,1
14997,C017588,stats,0.8669244379566122,371,1
14997,C017589,loops,0.35908137289336217,858,1
14997,C017590,ml,0.45682464297001685,640,1
14997,C017591,stats,0.8210364677224651,494,1
14997,C017592,ml,0.3177981085074302,1065,1
14997,C017593,recursion,0.6553182999751735,324,1
14997,C017594,arrays,0.8726997238384399,1091,1
14997,C017595,ai,0.7072306048740955,1077,1
14997,C017596,stats,0.35515998716025465,166,1
14997,C017597,stats,0.7486906385761489,991,1
14997,C017598,ml,0.5258907980662547,798,1
14997,C017599,stats,0.8529201686629123,1152,1
14997,C017600,ai,0.4717897713338221,499,1
14997,C017601,arrays,0.5839392207159427,901,1
14997,C017602,recursion,0.7479643093276638,954,1
14997,C017603,loops,0.45452398261926436,710,1
14997,C017604,arrays,0.40906940846228246,579,1
14997,C017605,trees,0.30162488502193485,1151,1
14997,C017606,recursion,0.5927770957309696,205,1
14997,C017607,stats,0.8571704831936652,443,1
14997,C017608,ai,0.4688923063085734,527,1
14997,C017609,dp,0.326027117445036,821,1
14997,C017610,stats,0.6722587692688584,949,1
14997,C017611,math,0.33370194865163566,574,1
14997,C017612,math,0.6041473406840218,179,1
14997,C017613,dp,0.5289178246264489,809,1
14997,C017614,loops,0.5852543122462128,114,1
14997,C017615,math,0.3975841718232566,1153,1
14997,C017616,loops,0.3541211283509135,415,1
14997,C017617,recursion,0.7493945266491026,833,1
14997,C017618,dp,0.4474000560357496,971,1
14997,C017619,loops,0.7802544572593497,1068,1
14997,C017620,trees,0.755068369224118,1021,1
14997,C017621,loops,0.41902732242857493,277,1
14997,C017622,graphs,0.8449743026490792,783,1
14997,C017623,recursion,0.3967677548538583,323,1
14998,C017624,trees,0.7782874491208182,403,1
14998,C017625,dp,0.5523202324369713,886,1
14998,C017626,ml,0.40980978941349727,580,1
14998,C017627,stats,0.8628667899888983,1125,1
14998,C017628,ai,0.8779544918402991,1101,1
14998,C017629,math,0.6068237470825145,491,1
14998,C017630,graphs,0.5815047105760798,389,1
14998,C017631,graphs,0.8405050396709026,335,1
14998,C017632,ml,0.6576820065652107,996,1
14998,C017633,stats,0.459623173970802,786,1
14998,C017634,stats,0.5551183541127686,806,1
14998,C017635,math,0.8015934470852483,1133,1
14998,C017636,loops,0.8157379844128566,192,1
14998,C017637,dp,0.8635516820889081,759,1
14998,C017638,stats,0.47295653230653817,1046,1
14998,C017639,stats,0.7079716541806265,644,1
14998,C017640,ai,0.34103328740072897,870,1
14998,C017641,trees,0.7355415933160511,164,1
14998,C017642,trees,0.637919814027448,351,1
14998,C017643,ai,0.4498596558537503,291,1
14998,C017644,arrays,0.6927791491522999,1184,1
14998,C017645,dp,0.38110926125203565,318,1
14998,C017646,stats,0.5002837780408597,1016,1
14998,C017647,math,0.5405481592763712,171,1
14998,C017648,dp,0.7662822982642421,1128,1
14998,C017649,ml,0.4852705839166636,284,1
14998,C017650,graphs,0.32942079125534235,963,1
14998,C017651,stats,0.40844441662612746,1156,1
14998,C017652,arrays,0.6648558785029813,977,1
14998,C017653,math,0.3091502283033756,640,1
14998,C017654,dp,0.7753393633622346,795,1
14998,C017655,recursion,0.8406720470151247,620,1
14998,C017656,graphs,0.5972385648881169,1062,1
14998,C017657,stats,0.7245782510204093,946,1
14998,C017658,dp,0.5776060743076918,439,1
14998,C017659,dp,0.4852579767089075,516,1
14998,C017660,math,0.39891982720591823,143,1
14998,C017661,graphs,0.6108973725808365,418,1
14998,C017662,trees,0.8579337409395367,117,1
14998,C017663,trees,0.8339833001309039,743,1
14998,C017664,recursion,0.8517754802373088,496,1
14998,C017665,loops,0.8798478360588031,1073,1
14998,C017666,ai,0.39921478644557196,933,1
14998,C017667,stats,0.38791520477364183,823,1
14998,C017668,math,0.5566568447097155,899,1
14998,C017669,stats,0.7135869216789045,708,1
14998,C017670,math,0.5638163519792533,577,1
14998,C017671,trees,0.8354126225640809,846,1
14998,C017672,math,0.7304378902737763,145,1
14998,C017673,graphs,0.6803824832677212,938,1
14998,C017674,loops,0.34262269648756416,1039,1
14998,C017675,recursion,0.40520125649056465,726,1
14998,C017676,arrays,0.5568922525472322,323,1
14998,C017677,trees,0.8858248616147927,382,1
14998,C017678,arrays,0.5006452191502289,70,1
14998,C017679,arrays,0.6779852775094646,322,1
14998,C017680,ml,0.8933436199197564,1107,1
14998,C017681,loops,0.4584150353397581,967,1
14998,C017682,ai,0.40000021394494756,899,1
14998,C017683,dp,0.6277999692803999,513,1
14998,C017684,graphs,0.631134234306852,1199,1
14998,C017685,math,0.8531319795048566,339,1
14998,C017686,stats,0.31585805711496423,609,1
14998,C017687,ai,0.5444266398319478,258,1
14998,C017688,stats,0.487408895074783,729,1
14998,C017689,recursion,0.6426316889306267,345,1
14998,C017690,recursion,0.3055982129164015,944,1
14998,C017691,graphs,0.7266382850406764,317,1
14998,C017692,math,0.5909938454958146,835,1
14998,C017693,math,0.720413523531733,716,1
14998,C017694,trees,0.568683728187799,570,1
14998,C017695,math,0.5845156999155516,619,1
14998,C017696,dp,0.8373298368434431,123,1
14998,C017697,ai,0.42653888917469207,760,1
14998,C017698,ai,0.4304932407094576,200,1
14998,C017699,stats,0.6356859570661828,1037,1
14998,C017700,ml,0.6961345647326511,799,1
14998,C017701,graphs,0.512812940089289,166,1
14998,C017702,graphs,0.6117067003889447,272,1
14998,C017703,dp,0.4367138412705193,1099,1
14998,C017704,math,0.381546373385897,447,1
14998,C017705,ml,0.44295759003975155,317,1
14998,C017706,trees,0.8498238355170945,1197,1
14998,C017707,trees,0.781090798395645,892,1
14998,C017708,ai,0.3841474068973261,857,1
14998,C017709,dp,0.3279361836691212,945,1
14998,C017710,arrays,0.35591098310747715,97,1
14998,C017711,arrays,0.4760596825047592,975,1
14998,C017712,math,0.7868154094516435,1108,1
14998,C017713,ai,0.49282469196426876,952,1
14998,C017714,dp,0.41139315796105846,1135,1
14998,C017715,arrays,0.5375046632747755,910,1
14998,C017716,loops,0.374432173404792,1174,1
14998,C017717,stats,0.582130106844038,120,1
14998,C017718,recursion,0.7053324927877839,170,1
14998,C017719,stats,0.5213091718336487,317,1
14998,C017720,recursion,0.4041668975644265,194,1
14998,C017721,loops,0.571918489262686,119,1
14998,C017722,loops,0.7574935394860893,248,1
14998,C017723,dp,0.345956550984689,395,1
14998,C017724,ml,0.3425622732140669,684,1
14998,C017725,graphs,0.4908664436597033,1110,1
14998,C017726,arrays,0.5490316724423256,1084,1
14998,C017727,dp,0.42988310143703573,785,1
14998,C017728,ml,0.31614637872123197,145,1
14998,C017729,graphs,0.4317357851482766,726,1
14998,C017730,dp,0.5612219231242578,139,1
14998,C017731,math,0.3476564066617332,631,1
14998,C017732,graphs,0.7295350971863823,862,1
14998,C017733,stats,0.6312605066461382,860,1
14998,C017734,graphs,0.5606641318814705,934,1
14998,C017735,stats,0.6112271059277286,234,1
14998,C017736,trees,0.6934835892102186,925,1
14998,C017737,recursion,0.8968791034459279,923,1
14998,C017738,stats,0.7650720375248705,1142,1
14998,C017739,loops,0.6242178666323109,465,1
14998,C017740,math,0.7623202790048039,546,1
14998,C017741,arrays,0.5851345365957583,813,1
14998,C017742,trees,0.4865452216368303,342,1
14998,C017743,trees,0.4571767666891651,796,1
14998,C017744,ai,0.5396875662601954,515,1
14998,C017745,dp,0.30136996524148124,281,1
14998,C017746,dp,0.4061735464277062,939,1
14998,C017747,dp,0.3759200069435339,775,1
14998,C017748,graphs,0.8762052158081426,1124,1
14998,C017749,arrays,0.3389086943592182,742,1
14998,C017750,recursion,0.6005836644841862,839,1
14998,C017751,stats,0.8518307587420548,767,1
14998,C017752,dp,0.6645121313141239,309,1
14998,C017753,trees,0.5971614468039735,766,1
14998,C017754,stats,0.7457960321713323,63,1
14998,C017755,arrays,0.5120251749702794,508,1
14998,C017756,trees,0.41622866419528143,946,1
14998,C017757,loops,0.8083694755137819,570,1
14998,C017758,arrays,0.3339492953851507,957,1
14998,C017759,graphs,0.7846763934521703,105,1
14998,C017760,dp,0.3620196539726105,390,1
14998,C017761,ml,0.6753407267441854,185,1
14998,C017762,math,0.5862283971928394,644,1
14998,C017763,trees,0.8991247019532485,409,1
14998,C017764,ai,0.5327524652349679,337,1
14998,C017765,ai,0.8743720187483317,1177,1
14998,C017766,math,0.542268302371089,389,1
14998,C017767,recursion,0.7090202945496803,537,1
14998,C017768,recursion,0.686196761307137,569,1
14998,C017769,math,0.3518711711418955,816,1
14998,C017770,ml,0.7460194910386735,982,1
14998,C017771,graphs,0.42520056640424486,90,1
14998,C017772,arrays,0.5330645675117246,1121,1
14998,C017773,ml,0.769320448263654,610,1
14998,C017774,stats,0.8665882120083644,735,1
14998,C017775,dp,0.6358821937241933,415,1
14998,C017776,recursion,0.6116307006111233,1020,1
14998,C017777,trees,0.6029540500881901,326,1
14998,C017778,recursion,0.7899388176187955,349,1
14998,C017779,ai,0.8958696479468583,1103,1
14998,C017780,trees,0.6801546262668334,122,1
14998,C017781,stats,0.5271734558900342,229,1
14998,C017782,stats,0.4311985886298519,72,1
14998,C017783,dp,0.4192927223497226,708,1
14998,C017784,loops,0.8136906009626038,448,1
14998,C017785,ai,0.8954112346515114,795,1
14998,C017786,math,0.7187942642525298,416,1
14998,C017787,recursion,0.8734973695727715,692,1
14998,C017788,dp,0.5099973198985911,257,1
14998,C017789,dp,0.6765571400625623,216,1
14998,C017790,loops,0.6070107321439753,329,1
14998,C017791,stats,0.5892108947173117,121,1
14998,C017792,ai,0.6794241816962521,557,1
14998,C017793,trees,0.48620328869172735,797,1
14998,C017794,ai,0.684373403234681,176,1
14998,C017795,ai,0.7037169190094357,974,1
14998,C017796,recursion,0.8016679999023184,1041,1
14998,C017797,trees,0.7382888510713888,777,1
14998,C017798,ml,0.4918646778750563,927,1
14998,C017799,trees,0.5704800193330563,360,1
14998,C017800,dp,0.372226746725681,386,1
14998,C017801,loops,0.45437648257326285,1009,1
14998,C017802,ai,0.6125670359649862,792,1
14998,C017803,trees,0.3604564685187149,581,1
14998,C017804,dp,0.6423637774798416,1087,1
14998,C017805,arrays,0.5341674910177583,240,1
14998,C017806,stats,0.32085976526714305,1168,1
14998,C017807,loops,0.5606687289664533,545,1
14998,C017808,graphs,0.4686841058694888,591,1
14998,C017809,math,0.3401864245146571,770,1
14998,C017810,dp,0.4760219168369191,155,1
14998,C017811,ai,0.47645707423563216,1179,1
14998,C017812,loops,0.5130442023626507,849,1
14998,C017813,stats,0.5198849815051975,148,1
14998,C017814,trees,0.5578629028729466,1006,1
14998,C017815,arrays,0.35517487663473374,982,1
14998,C017816,graphs,0.30316666936492037,583,1
14998,C017817,stats,0.7416043723198011,87,1
14998,C017818,arrays,0.5024078696562828,334,1
14998,C017819,math,0.6681670652744728,614,1
14998,C017820,loops,0.4842208919599115,524,1
14998,C017821,ml,0.8905124042675792,158,1
14998,C017822,recursion,0.4892548225900226,714,1
14998,C017823,loops,0.6630266415125066,512,1
14998,C017824,graphs,0.4319827491692481,351,1
14998,C017825,ml,0.6106814270261726,1077,1
14998,C017826,ml,0.6475984840021889,360,1
14998,C017827,math,0.409694423784418,233,1
14998,C017828,recursion,0.37419324401879955,89,1
14998,C017829,ml,0.8841607740878563,310,1
14998,C017830,dp,0.8359605691813293,680,1
14998,C017831,stats,0.696040279243116,403,1
14998,C017832,ml,0.8166325627531528,1120,1
14998,C017833,ml,0.3573362237972597,1062,1
14998,C017834,stats,0.7376257489917264,405,1
14998,C017835,trees,0.47136260721580386,1180,1
14998,C017836,math,0.6236959148171239,595,1
14998,C017837,ml,0.7588883510311473,403,1
14998,C017838,ml,0.3200875980864646,926,1
14998,C017839,recursion,0.7169029086594136,145,1
14998,C017840,arrays,0.5609200742838925,1100,1
14998,C017841,trees,0.5638037231268698,303,1
14998,C017842,ai,0.8443668600396582,839,1
14998,C017843,trees,0.8158418315578029,65,1
14998,C017844,stats,0.33452024685367726,1022,1
14998,C017845,recursion,0.6709892585407287,440,1
14998,C017846,math,0.561507698790135,838,1
14998,C017847,loops,0.37068867858804855,183,1
14998,C017848,recursion,0.8106308317730487,1143,1
14998,C017849,graphs,0.3429066438286217,560,1
14998,C017850,stats,0.31925843716014546,69,1
14998,C017851,arrays,0.41850932397198076,1030,1
14998,C017852,graphs,0.4820275539600554,655,1
14998,C017853,graphs,0.33652846645646634,516,1
14998,C017854,math,0.6847868754619691,671,1
14998,C017855,ai,0.5622900145089307,786,1
14998,C017856,loops,0.5473133169655366,656,1
14998,C017857,ml,0.3872044403768543,1088,1
14998,C017858,dp,0.5626734501823599,346,1
14998,C017859,ml,0.5340995666852445,266,1
14998,C017860,graphs,0.5301856319527375,609,1
14998,C017861,trees,0.4311402071230446,751,1
14998,C017862,dp,0.3566624008753837,970,1
14998,C017863,math,0.4564247588137368,1102,1
14998,C017864,loops,0.7003620989343152,773,1
14998,C017865,math,0.34375406206048303,941,1
14998,C017866,stats,0.5293946647468509,659,1
14998,C017867,arrays,0.6086257383794116,1011,1
14998,C017868,graphs,0.8778910875633801,302,1
14998,C017869,trees,0.8062950012602088,719,1
14998,C017870,math,0.8499679996379655,1056,1
14998,C017871,dp,0.7920009248968966,1030,1
14998,C017872,graphs,0.6534687470734964,710,1
14998,C017873,loops,0.8164720827192075,945,1
14998,C017874,trees,0.6391484705780991,162,1
14998,C017875,ai,0.5146487958251137,829,1
14998,C017876,ai,0.5234052003714978,207,1
14998,C017877,dp,0.639277027990019,878,1
14998,C017878,arrays,0.785663773635728,1069,1
14998,C017879,ai,0.3801916129268397,729,1
14998,C017880,graphs,0.3235591317788582,828,1
14998,C017881,loops,0.7737411756932265,478,1
14998,C017882,arrays,0.68855524153432,836,1
14998,C017883,ml,0.7927861835122572,1196,1
14998,C017884,loops,0.8860059161957705,592,1
14998,C017885,graphs,0.4508364068520604,1163,1
14998,C017886,graphs,0.41657518520848885,967,1
14998,C017887,stats,0.5045871284395802,287,1
14998,C017888,arrays,0.8267773793241248,1120,1
14998,C017889,loops,0.3083783207728782,1049,1
14998,C017890,arrays,0.30631935523081877,237,1
14998,C017891,dp,0.43007183214632055,527,1
14998,C017892,recursion,0.5255497774400646,681,1
14998,C017893,arrays,0.4814076529890587,1192,1
14998,C017894,ai,0.7949507056649167,215,1
14998,C017895,graphs,0.7138334313879954,319,1
14998,C017896,stats,0.8027002091525272,455,1
14998,C017897,ml,0.5302561767322599,992,1
14998,C017898,stats,0.6574861708380566,319,1
14998,C017899,loops,0.6092732695181464,330,1
14998,C017900,dp,0.5848359290660755,471,1
14998,C017901,dp,0.47286192586270365,1120,1
14998,C017902,ml,0.7255323782947696,452,1
14998,C017903,arrays,0.6144177635843086,254,1
14998,C017904,arrays,0.34716166865336656,426,1
14998,C017905,loops,0.30031343060184007,953,1
14998,C017906,loops,0.3121914293131352,653,1
14998,C017907,trees,0.3455700211486095,621,1
14998,C017908,arrays,0.5225725146798802,1161,1
14998,C017909,loops,0.48339941230809497,596,1
14998,C017910,dp,0.3939854271654089,631,1
14998,C017911,recursion,0.6092695810681722,367,1
14998,C017912,graphs,0.8821088479817373,641,1
14998,C017913,arrays,0.396417983226534,725,1
14998,C017914,trees,0.45035487851926315,619,1
14998,C017915,graphs,0.5772618134844204,625,1
14998,C017916,ai,0.6845044517247317,1197,1
14998,C017917,recursion,0.6601499945193872,336,1
14998,C017918,stats,0.6127195676469951,521,1
14998,C017919,arrays,0.7423609281734541,681,1
14998,C017920,stats,0.8075673355662922,1155,1
14998,C017921,trees,0.8993801444502754,74,1
14998,C017922,arrays,0.5793063299691827,101,1
14998,C017923,trees,0.8969739726758718,79,1
14998,C017924,math,0.7382996461667226,1099,1
14998,C017925,trees,0.6944050507072502,706,1
14998,C017926,loops,0.6838098393998006,666,1
14998,C017927,loops,0.8464465768567591,152,1
14998,C017928,stats,0.8687605836339783,140,1
14998,C017929,math,0.4070959967742179,1161,1
14998,C017930,trees,0.5960543046391745,717,1
14998,C017931,ai,0.864869910089792,554,1
14998,C017932,stats,0.5292676985949544,85,1
14998,C017933,graphs,0.4396059214076056,715,1
14998,C017934,loops,0.3615919069931974,515,1
14998,C017935,graphs,0.6583305621264031,1160,1
14998,C017936,graphs,0.720163697839419,373,1
14998,C017937,math,0.4173287918263334,411,1
14998,C017938,stats,0.7041828679032521,982,1
14998,C017939,dp,0.8397715153101504,362,1
14998,C017940,stats,0.44614767257843657,386,1
14998,C017941,dp,0.3731999373910126,182,1
14998,C017942,trees,0.8012543836079212,237,1
14998,C017943,dp,0.8498678618317463,1091,1
14998,C017944,arrays,0.42891716546753617,61,1
14998,C017945,trees,0.7328283295407986,607,1
14998,C017946,dp,0.654551677831423,690,1
14998,C017947,ai,0.44351787187907865,541,1
14998,C017948,graphs,0.7941946132686023,1125,1
14998,C017949,trees,0.5822624488092786,630,1
14998,C017950,graphs,0.7202003246753613,751,1
14998,C017951,ml,0.4808536980378836,280,1
14998,C017952,stats,0.7894689600426668,108,1
14998,C017953,dp,0.4585715751465283,1011,1
14998,C017954,graphs,0.518872345950091,419,1
14998,C017955,dp,0.5348815152832702,811,1
14998,C017956,graphs,0.4238561034691104,699,1
14998,C017957,ai,0.824621653141335,1111,1
14998,C017958,recursion,0.36809270397169747,152,1
14998,C017959,ai,0.6378774392309574,750,1
14998,C017960,loops,0.7884905095404812,598,1
14998,C017961,dp,0.6485429656802455,698,1
14998,C017962,ai,0.4961378972974078,157,1
14998,C017963,arrays,0.7688130361596358,477,1
14998,C017964,dp,0.5995064333278394,359,1
14998,C017965,math,0.3978077098000423,619,1
14998,C017966,stats,0.4901179649116607,843,1
14998,C017967,stats,0.6551638910313482,874,1
14998,C017968,loops,0.6952659076787921,169,1
14998,C017969,arrays,0.6288792544006853,586,1
14998,C017970,loops,0.4632056613681892,563,1
14998,C017971,trees,0.6562515841080976,1185,1
14998,C017972,dp,0.4994709199164805,665,1
14998,C017973,arrays,0.4349526449417853,278,1
14998,C017974,ml,0.8673171953878961,188,1
14998,C017975,graphs,0.4889240418746544,663,1
14998,C017976,math,0.5013722728371298,614,1
14998,C017977,dp,0.8380658728583659,841,1
14998,C017978,math,0.38561578526343243,541,1
14998,C017979,arrays,0.6507569236579176,307,1
14998,C017980,graphs,0.7702263811744844,1003,1
14998,C017981,loops,0.4641992618318636,1151,1
14998,C017982,dp,0.8064486365832351,151,1
14998,C017983,graphs,0.7617893874094743,588,1
14998,C017984,math,0.591656440360049,573,1
14998,C017985,recursion,0.3712294228607169,499,1
14998,C017986,arrays,0.882064295715992,892,1
14998,C017987,arrays,0.6745381344196744,498,1
14998,C017988,math,0.6102590425154427,690,1
14998,C017989,math,0.831269751117255,1190,1
14998,C017990,trees,0.5528137257921456,688,1
14998,C017991,loops,0.6381848106350215,1028,1
14998,C017992,math,0.8150477930614881,991,1
14998,C017993,ai,0.5357833097808287,1092,1
14998,C017994,stats,0.7634349480354906,201,1
14998,C017995,stats,0.45368266373759464,1177,1
14998,C017996,dp,0.721419061280315,984,1
14998,C017997,ml,0.6062609181785392,764,1
14998,C017998,dp,0.3989440777081854,983,1
14998,C017999,trees,0.38160447623774596,347,1
14998,C018000,graphs,0.5746129242299773,326,1
14998,C018001,ml,0.7265082654152507,986,1
14998,C018002,graphs,0.661977593207028,284,1
14998,C018003,stats,0.8128350176504322,1024,1
14998,C018004,stats,0.5337969895832025,228,1
14998,C018005,stats,0.8061852832243236,382,1
14998,C018006,math,0.32221707324643306,154,1
14998,C018007,trees,0.5194827699165868,421,1
14998,C018008,ai,0.3437898351602105,1018,1
14998,C018009,dp,0.8515465023014016,729,1
14998,C018010,graphs,0.5851873060546847,570,1
14998,C018011,recursion,0.4896938670256255,326,1
14998,C018012,dp,0.5954926232622345,859,1
14998,C018013,arrays,0.6197076451120558,192,1
14998,C018014,loops,0.8077394830731696,408,1
14998,C018015,ml,0.6254566417518428,606,1
14998,C018016,graphs,0.5588288537989773,822,1
14998,C018017,trees,0.8768126684261569,327,1
14998,C018018,stats,0.8811348828419666,1065,1
14998,C018019,arrays,0.3230500702166241,1127,1
14998,C018020,loops,0.7241074541673095,325,1
14998,C018021,graphs,0.523054839330265,229,1
14998,C018022,ai,0.7051198019027604,176,1
14998,C018023,stats,0.6821534364338575,493,1
14998,C018024,graphs,0.4980627080110622,147,1
14998,C018025,recursion,0.8919952338124345,1023,1
14998,C018026,recursion,0.5142656722197724,293,1
14998,C018027,trees,0.6791889531586993,668,1
14998,C018028,recursion,0.788031843431266,589,1
14998,C018029,ai,0.38727898878571154,1194,1
14998,C018030,trees,0.48034103483501656,297,1
14998,C018031,ml,0.4193836311449979,423,1
14998,C018032,ai,0.7690934548792772,468,1
14998,C018033,trees,0.7807251251741589,1062,1
14998,C018034,ai,0.45356631687191185,277,1
14998,C018035,recursion,0.30247811348309744,462,1
14998,C018036,ml,0.5540102962481996,404,1
14998,C018037,ai,0.7122825684372176,543,1
14998,C018038,ml,0.6735013078695161,172,1
14998,C018039,loops,0.5674198746573432,1101,1
14998,C018040,ai,0.48116498216247244,278,1
14998,C018041,dp,0.5846324052557001,220,1
14998,C018042,stats,0.30906168572381637,1153,1
14998,C018043,recursion,0.3443223716722514,1090,1
14998,C018044,graphs,0.3976060745238029,1084,1
14998,C018045,ml,0.6752432142083429,158,1
14998,C018046,recursion,0.43127952665171043,658,1
14998,C018047,arrays,0.5540273514243313,374,1
14998,C018048,dp,0.6728465045006442,1117,1
14998,C018049,recursion,0.7983460844125561,285,1
14998,C018050,stats,0.6297939122874376,538,1
14998,C018051,dp,0.4062759025186231,550,1
14998,C018052,stats,0.8710437149849958,282,1
14998,C018053,recursion,0.3540090897281335,579,1
14998,C018054,dp,0.5202715746078153,302,1
14998,C018055,graphs,0.8527943644223578,147,1
14998,C018056,graphs,0.6614000782885988,1042,1
14998,C018057,stats,0.6975913567349119,539,1
14998,C018058,stats,0.481015586704922,368,1
14998,C018059,loops,0.34712313321011484,714,1
14998,C018060,graphs,0.519456586515264,599,1
14998,C018061,graphs,0.5412944140901726,149,1
14998,C018062,ml,0.4621634169368366,1069,1
14998,C018063,trees,0.42929123432391675,372,1
14998,C018064,ai,0.5133052244584959,239,1
14998,C018065,ml,0.6836501260581473,608,1
14998,C018066,stats,0.8694208482709745,61,1
14998,C018067,math,0.7222684420758251,1117,1
14998,C018068,ai,0.7677618509673454,285,1
14998,C018069,math,0.4836401817210301,1016,1
14998,C018070,arrays,0.3628154896368295,423,1
14998,C018071,stats,0.4749081272814862,944,1
14998,C018072,recursion,0.541592526803694,1009,1
14998,C018073,trees,0.7139288078862102,175,1
14998,C018074,math,0.8636151402182547,173,1
14998,C018075,ai,0.7855755086139282,654,1
14998,C018076,stats,0.459840171354072,538,1
14998,C018077,ml,0.7921804088223513,779,1
14998,C018078,loops,0.5470480651529448,166,1
14998,C018079,dp,0.4052632911804553,374,1
14998,C018080,graphs,0.5767520931418666,134,1
14998,C018081,trees,0.6379323271516233,741,1
14998,C018082,trees,0.7580430656149468,246,1
14998,C018083,graphs,0.5099378950248552,398,1
14998,C018084,graphs,0.388067592623239,884,1
14998,C018085,graphs,0.3566121283750815,112,1
14998,C018086,loops,0.3674675900405059,316,1
14998,C018087,arrays,0.8700140518065532,105,1
